p_id,act,week_hour,interval,day_block,original_day_position,sorting_position,sex,age
2015000000253-1885904,home,140,24-25,5.0,20,0,male,13.0
2015000000253-1885904,home,141,25-26,5.0,21,1,male,13.0
2015000000253-1885904,home,142,26-27,5.0,22,2,male,13.0
2015000000253-1885904,home,143,27-28,5.0,23,3,male,13.0
2015000000253-1885904,home,120,04-05,5.0,0,4,male,13.0
2015000000253-1885904,home,121,05-06,5.0,1,5,male,13.0
2015000000253-1885904,home,122,06-07,5.0,2,6,male,13.0
2015000000253-1885904,home,123,07-08,5.0,3,7,male,13.0
2015000000253-1885904,school,124,08-09,5.0,4,8,male,13.0
2015000000253-1885904,school,125,09-10,5.0,5,9,male,13.0
2015000000253-1885904,school,126,10-11,5.0,6,10,male,13.0
2015000000253-1885904,school,127,11-12,5.0,7,11,male,13.0
2015000000253-1885904,school,128,12-13,5.0,8,12,male,13.0
2015000000253-1885904,school,129,13-14,5.0,9,13,male,13.0
2015000000253-1885904,school,130,14-15,5.0,10,14,male,13.0
2015000000253-1885904,home,131,15-16,5.0,11,15,male,13.0
2015000000253-1885904,home,132,16-17,5.0,12,16,male,13.0
2015000000253-1885904,home,133,17-18,5.0,13,17,male,13.0
2015000000253-1885904,home,134,18-19,5.0,14,18,male,13.0
2015000000253-1885904,home,135,19-20,5.0,15,19,male,13.0
2015000000253-1885904,home,136,20-21,5.0,16,20,male,13.0
2015000000253-1885904,home,137,21-22,5.0,17,21,male,13.0
2015000000253-1885904,home,138,22-23,5.0,18,22,male,13.0
2015000000253-1885904,home,139,23-24,5.0,19,23,male,13.0
2015000000253-1885904,home,164,24-25,6.0,20,0,male,13.0
2015000000253-1885904,home,165,25-26,6.0,21,1,male,13.0
2015000000253-1885904,home,166,26-27,6.0,22,2,male,13.0
2015000000253-1885904,home,167,27-28,6.0,23,3,male,13.0
2015000000253-1885904,home,144,04-05,6.0,0,4,male,13.0
2015000000253-1885904,home,145,05-06,6.0,1,5,male,13.0
2015000000253-1885904,leisure,146,06-07,6.0,2,6,male,13.0
2015000000253-1885904,leisure,147,07-08,6.0,3,7,male,13.0
2015000000253-1885904,leisure,148,08-09,6.0,4,8,male,13.0
2015000000253-1885904,leisure,149,09-10,6.0,5,9,male,13.0
2015000000253-1885904,leisure,150,10-11,6.0,6,10,male,13.0
2015000000253-1885904,leisure,151,11-12,6.0,7,11,male,13.0
2015000000253-1885904,leisure,152,12-13,6.0,8,12,male,13.0
2015000000253-1885904,leisure,153,13-14,6.0,9,13,male,13.0
2015000000253-1885904,leisure,154,14-15,6.0,10,14,male,13.0
2015000000253-1885904,leisure,155,15-16,6.0,11,15,male,13.0
2015000000253-1885904,leisure,156,16-17,6.0,12,16,male,13.0
2015000000253-1885904,leisure,157,17-18,6.0,13,17,male,13.0
2015000000253-1885904,leisure,158,18-19,6.0,14,18,male,13.0
2015000000253-1885904,home,159,19-20,6.0,15,19,male,13.0
2015000000253-1885904,home,160,20-21,6.0,16,20,male,13.0
2015000000253-1885904,home,161,21-22,6.0,17,21,male,13.0
2015000000253-1885904,home,162,22-23,6.0,18,22,male,13.0
2015000000253-1885904,home,163,23-24,6.0,19,23,male,13.0
2015000000253-2721501,home,20,24-25,0.0,20,0,male,83.0
2015000000253-2721501,home,21,25-26,0.0,21,1,male,83.0
2015000000253-2721501,home,22,26-27,0.0,22,2,male,83.0
2015000000253-2721501,home,23,27-28,0.0,23,3,male,83.0
2015000000253-2721501,home,0,04-05,0.0,0,4,male,83.0
2015000000253-2721501,home,1,05-06,0.0,1,5,male,83.0
2015000000253-2721501,home,2,06-07,0.0,2,6,male,83.0
2015000000253-2721501,home,3,07-08,0.0,3,7,male,83.0
2015000000253-2721501,home,4,08-09,0.0,4,8,male,83.0
2015000000253-2721501,home,5,09-10,0.0,5,9,male,83.0
2015000000253-2721501,leisure,6,10-11,0.0,6,10,male,83.0
2015000000253-2721501,leisure,7,11-12,0.0,7,11,male,83.0
2015000000253-2721501,adult_care,8,12-13,0.0,8,12,male,83.0
2015000000253-2721501,adult_care,9,13-14,0.0,9,13,male,83.0
2015000000253-2721501,adult_care,10,14-15,0.0,10,14,male,83.0
2015000000253-2721501,adult_care,11,15-16,0.0,11,15,male,83.0
2015000000253-2721501,adult_care,12,16-17,0.0,12,16,male,83.0
2015000000253-2721501,adult_care,13,17-18,0.0,13,17,male,83.0
2015000000253-2721501,home,14,18-19,0.0,14,18,male,83.0
2015000000253-2721501,home,15,19-20,0.0,15,19,male,83.0
2015000000253-2721501,home,16,20-21,0.0,16,20,male,83.0
2015000000253-2721501,home,17,21-22,0.0,17,21,male,83.0
2015000000253-2721501,home,18,22-23,0.0,18,22,male,83.0
2015000000253-2721501,home,19,23-24,0.0,19,23,male,83.0
2015000000253-2721501,home,44,24-25,1.0,20,0,male,83.0
2015000000253-2721501,home,45,25-26,1.0,21,1,male,83.0
2015000000253-2721501,home,46,26-27,1.0,22,2,male,83.0
2015000000253-2721501,home,47,27-28,1.0,23,3,male,83.0
2015000000253-2721501,home,24,04-05,1.0,0,4,male,83.0
2015000000253-2721501,home,25,05-06,1.0,1,5,male,83.0
2015000000253-2721501,exercise,26,06-07,1.0,2,6,male,83.0
2015000000253-2721501,home,27,07-08,1.0,3,7,male,83.0
2015000000253-2721501,home,28,08-09,1.0,4,8,male,83.0
2015000000253-2721501,home,29,09-10,1.0,5,9,male,83.0
2015000000253-2721501,home,30,10-11,1.0,6,10,male,83.0
2015000000253-2721501,home,31,11-12,1.0,7,11,male,83.0
2015000000253-2721501,home,32,12-13,1.0,8,12,male,83.0
2015000000253-2721501,home,33,13-14,1.0,9,13,male,83.0
2015000000253-2721501,home,34,14-15,1.0,10,14,male,83.0
2015000000253-2721501,home,35,15-16,1.0,11,15,male,83.0
2015000000253-2721501,home,36,16-17,1.0,12,16,male,83.0
2015000000253-2721501,home,37,17-18,1.0,13,17,male,83.0
2015000000253-2721501,home,38,18-19,1.0,14,18,male,83.0
2015000000253-2721501,home,39,19-20,1.0,15,19,male,83.0
2015000000253-2721501,home,40,20-21,1.0,16,20,male,83.0
2015000000253-2721501,home,41,21-22,1.0,17,21,male,83.0
2015000000253-2721501,home,42,22-23,1.0,18,22,male,83.0
2015000000253-2721501,home,43,23-24,1.0,19,23,male,83.0
2015000000253-2721501,home,68,24-25,2.0,20,0,male,83.0
2015000000253-2721501,home,69,25-26,2.0,21,1,male,83.0
2015000000253-2721501,home,70,26-27,2.0,22,2,male,83.0
2015000000253-2721501,home,71,27-28,2.0,23,3,male,83.0
2015000000253-2721501,home,48,04-05,2.0,0,4,male,83.0
2015000000253-2721501,volunteer,49,05-06,2.0,1,5,male,83.0
2015000000253-2721501,home,50,06-07,2.0,2,6,male,83.0
2015000000253-2721501,home,51,07-08,2.0,3,7,male,83.0
2015000000253-2721501,home,52,08-09,2.0,4,8,male,83.0
2015000000253-2721501,home,53,09-10,2.0,5,9,male,83.0
2015000000253-2721501,home,54,10-11,2.0,6,10,male,83.0
2015000000253-2721501,home,55,11-12,2.0,7,11,male,83.0
2015000000253-2721501,home,56,12-13,2.0,8,12,male,83.0
2015000000253-2721501,home,57,13-14,2.0,9,13,male,83.0
2015000000253-2721501,home,58,14-15,2.0,10,14,male,83.0
2015000000253-2721501,home,59,15-16,2.0,11,15,male,83.0
2015000000253-2721501,home,60,16-17,2.0,12,16,male,83.0
2015000000253-2721501,home,61,17-18,2.0,13,17,male,83.0
2015000000253-2721501,home,62,18-19,2.0,14,18,male,83.0
2015000000253-2721501,home,63,19-20,2.0,15,19,male,83.0
2015000000253-2721501,home,64,20-21,2.0,16,20,male,83.0
2015000000253-2721501,home,65,21-22,2.0,17,21,male,83.0
2015000000253-2721501,home,66,22-23,2.0,18,22,male,83.0
2015000000253-2721501,home,67,23-24,2.0,19,23,male,83.0
2015000000253-2721501,home,92,24-25,3.0,20,0,male,83.0
2015000000253-2721501,home,93,25-26,3.0,21,1,male,83.0
2015000000253-2721501,home,94,26-27,3.0,22,2,male,83.0
2015000000253-2721501,home,95,27-28,3.0,23,3,male,83.0
2015000000253-2721501,home,72,04-05,3.0,0,4,male,83.0
2015000000253-2721501,home,73,05-06,3.0,1,5,male,83.0
2015000000253-2721501,home,74,06-07,3.0,2,6,male,83.0
2015000000253-2721501,home,75,07-08,3.0,3,7,male,83.0
2015000000253-2721501,change_transp,76,08-09,3.0,4,8,male,83.0
2015000000253-2721501,change_transp,77,09-10,3.0,5,9,male,83.0
2015000000253-2721501,home,78,10-11,3.0,6,10,male,83.0
2015000000253-2721501,home,79,11-12,3.0,7,11,male,83.0
2015000000253-2721501,home,80,12-13,3.0,8,12,male,83.0
2015000000253-2721501,home,81,13-14,3.0,9,13,male,83.0
2015000000253-2721501,home,82,14-15,3.0,10,14,male,83.0
2015000000253-2721501,home,83,15-16,3.0,11,15,male,83.0
2015000000253-2721501,home,84,16-17,3.0,12,16,male,83.0
2015000000253-2721501,home,85,17-18,3.0,13,17,male,83.0
2015000000253-2721501,home,86,18-19,3.0,14,18,male,83.0
2015000000253-2721501,home,87,19-20,3.0,15,19,male,83.0
2015000000253-2721501,home,88,20-21,3.0,16,20,male,83.0
2015000000253-2721501,home,89,21-22,3.0,17,21,male,83.0
2015000000253-2721501,home,90,22-23,3.0,18,22,male,83.0
2015000000253-2721501,home,91,23-24,3.0,19,23,male,83.0
2015000000253-2721501,home,116,24-25,4.0,20,0,male,83.0
2015000000253-2721501,home,117,25-26,4.0,21,1,male,83.0
2015000000253-2721501,home,118,26-27,4.0,22,2,male,83.0
2015000000253-2721501,home,119,27-28,4.0,23,3,male,83.0
2015000000253-2721501,home,96,04-05,4.0,0,4,male,83.0
2015000000253-2721501,home,97,05-06,4.0,1,5,male,83.0
2015000000253-2721501,home,98,06-07,4.0,2,6,male,83.0
2015000000253-2721501,home,99,07-08,4.0,3,7,male,83.0
2015000000253-2721501,home,100,08-09,4.0,4,8,male,83.0
2015000000253-2721501,home,101,09-10,4.0,5,9,male,83.0
2015000000253-2721501,home,102,10-11,4.0,6,10,male,83.0
2015000000253-2721501,home,103,11-12,4.0,7,11,male,83.0
2015000000253-2721501,home,104,12-13,4.0,8,12,male,83.0
2015000000253-2721501,home,105,13-14,4.0,9,13,male,83.0
2015000000253-2721501,home,106,14-15,4.0,10,14,male,83.0
2015000000253-2721501,home,107,15-16,4.0,11,15,male,83.0
2015000000253-2721501,home,108,16-17,4.0,12,16,male,83.0
2015000000253-2721501,home,109,17-18,4.0,13,17,male,83.0
2015000000253-2721501,home,110,18-19,4.0,14,18,male,83.0
2015000000253-2721501,home,111,19-20,4.0,15,19,male,83.0
2015000000253-2721501,home,112,20-21,4.0,16,20,male,83.0
2015000000253-2721501,home,113,21-22,4.0,17,21,male,83.0
2015000000253-2721501,home,114,22-23,4.0,18,22,male,83.0
2015000000253-2721501,home,115,23-24,4.0,19,23,male,83.0
2015000000253-2721501,home,140,24-25,5.0,20,0,male,83.0
2015000000253-2721501,home,141,25-26,5.0,21,1,male,83.0
2015000000253-2721501,home,142,26-27,5.0,22,2,male,83.0
2015000000253-2721501,home,143,27-28,5.0,23,3,male,83.0
2015000000253-2721501,home,120,04-05,5.0,0,4,male,83.0
2015000000253-2721501,retail,121,05-06,5.0,1,5,male,83.0
2015000000253-2721501,home,122,06-07,5.0,2,6,male,83.0
2015000000253-2721501,home,123,07-08,5.0,3,7,male,83.0
2015000000253-2721501,home,124,08-09,5.0,4,8,male,83.0
2015000000253-2721501,home,125,09-10,5.0,5,9,male,83.0
2015000000253-2721501,home,126,10-11,5.0,6,10,male,83.0
2015000000253-2721501,home,127,11-12,5.0,7,11,male,83.0
2015000000253-2721501,home,128,12-13,5.0,8,12,male,83.0
2015000000253-2721501,home,129,13-14,5.0,9,13,male,83.0
2015000000253-2721501,home,130,14-15,5.0,10,14,male,83.0
2015000000253-2721501,home,131,15-16,5.0,11,15,male,83.0
2015000000253-2721501,home,132,16-17,5.0,12,16,male,83.0
2015000000253-2721501,home,133,17-18,5.0,13,17,male,83.0
2015000000253-2721501,home,134,18-19,5.0,14,18,male,83.0
2015000000253-2721501,home,135,19-20,5.0,15,19,male,83.0
2015000000253-2721501,home,136,20-21,5.0,16,20,male,83.0
2015000000253-2721501,home,137,21-22,5.0,17,21,male,83.0
2015000000253-2721501,home,138,22-23,5.0,18,22,male,83.0
2015000000253-2721501,home,139,23-24,5.0,19,23,male,83.0
2015000000253-2721501,home,164,24-25,6.0,20,0,male,83.0
2015000000253-2721501,home,165,25-26,6.0,21,1,male,83.0
2015000000253-2721501,home,166,26-27,6.0,22,2,male,83.0
2015000000253-2721501,home,167,27-28,6.0,23,3,male,83.0
2015000000253-2721501,home,144,04-05,6.0,0,4,male,83.0
2015000000253-2721501,home,145,05-06,6.0,1,5,male,83.0
2015000000253-2721501,leisure,146,06-07,6.0,2,6,male,83.0
2015000000253-2721501,leisure,147,07-08,6.0,3,7,male,83.0
2015000000253-2721501,leisure,148,08-09,6.0,4,8,male,83.0
2015000000253-2721501,leisure,149,09-10,6.0,5,9,male,83.0
2015000000253-2721501,leisure,150,10-11,6.0,6,10,male,83.0
2015000000253-2721501,home,151,11-12,6.0,7,11,male,83.0
2015000000253-2721501,home,152,12-13,6.0,8,12,male,83.0
2015000000253-2721501,home,153,13-14,6.0,9,13,male,83.0
2015000000253-2721501,home,154,14-15,6.0,10,14,male,83.0
2015000000253-2721501,home,155,15-16,6.0,11,15,male,83.0
2015000000253-2721501,home,156,16-17,6.0,12,16,male,83.0
2015000000253-2721501,home,157,17-18,6.0,13,17,male,83.0
2015000000253-2721501,home,158,18-19,6.0,14,18,male,83.0
2015000000253-2721501,home,159,19-20,6.0,15,19,male,83.0
2015000000253-2721501,home,160,20-21,6.0,16,20,male,83.0
2015000000253-2721501,home,161,21-22,6.0,17,21,male,83.0
2015000000253-2721501,home,162,22-23,6.0,18,22,male,83.0
2015000000253-2721501,home,163,23-24,6.0,19,23,male,83.0
2015000000253-2721502,home,20,24-25,0.0,20,0,female,72.0
2015000000253-2721502,home,21,25-26,0.0,21,1,female,72.0
2015000000253-2721502,home,22,26-27,0.0,22,2,female,72.0
2015000000253-2721502,home,23,27-28,0.0,23,3,female,72.0
2015000000253-2721502,home,0,04-05,0.0,0,4,female,72.0
2015000000253-2721502,home,1,05-06,0.0,1,5,female,72.0
2015000000253-2721502,home,2,06-07,0.0,2,6,female,72.0
2015000000253-2721502,home,3,07-08,0.0,3,7,female,72.0
2015000000253-2721502,home,4,08-09,0.0,4,8,female,72.0
2015000000253-2721502,home,5,09-10,0.0,5,9,female,72.0
2015000000253-2721502,home,6,10-11,0.0,6,10,female,72.0
2015000000253-2721502,home,7,11-12,0.0,7,11,female,72.0
2015000000253-2721502,home,8,12-13,0.0,8,12,female,72.0
2015000000253-2721502,home,9,13-14,0.0,9,13,female,72.0
2015000000253-2721502,home,10,14-15,0.0,10,14,female,72.0
2015000000253-2721502,home,11,15-16,0.0,11,15,female,72.0
2015000000253-2721502,home,12,16-17,0.0,12,16,female,72.0
2015000000253-2721502,home,13,17-18,0.0,13,17,female,72.0
2015000000253-2721502,home,14,18-19,0.0,14,18,female,72.0
2015000000253-2721502,home,15,19-20,0.0,15,19,female,72.0
2015000000253-2721502,home,16,20-21,0.0,16,20,female,72.0
2015000000253-2721502,home,17,21-22,0.0,17,21,female,72.0
2015000000253-2721502,home,18,22-23,0.0,18,22,female,72.0
2015000000253-2721502,home,19,23-24,0.0,19,23,female,72.0
2015000000253-2721502,home,44,24-25,1.0,20,0,female,72.0
2015000000253-2721502,home,45,25-26,1.0,21,1,female,72.0
2015000000253-2721502,home,46,26-27,1.0,22,2,female,72.0
2015000000253-2721502,home,47,27-28,1.0,23,3,female,72.0
2015000000253-2721502,home,24,04-05,1.0,0,4,female,72.0
2015000000253-2721502,religious_community,25,05-06,1.0,1,5,female,72.0
2015000000253-2721502,religious_community,26,06-07,1.0,2,6,female,72.0
2015000000253-2721502,home,27,07-08,1.0,3,7,female,72.0
2015000000253-2721502,home,28,08-09,1.0,4,8,female,72.0
2015000000253-2721502,home,29,09-10,1.0,5,9,female,72.0
2015000000253-2721502,home,30,10-11,1.0,6,10,female,72.0
2015000000253-2721502,home,31,11-12,1.0,7,11,female,72.0
2015000000253-2721502,home,32,12-13,1.0,8,12,female,72.0
2015000000253-2721502,home,33,13-14,1.0,9,13,female,72.0
2015000000253-2721502,home,34,14-15,1.0,10,14,female,72.0
2015000000253-2721502,home,35,15-16,1.0,11,15,female,72.0
2015000000253-2721502,home,36,16-17,1.0,12,16,female,72.0
2015000000253-2721502,home,37,17-18,1.0,13,17,female,72.0
2015000000253-2721502,home,38,18-19,1.0,14,18,female,72.0
2015000000253-2721502,home,39,19-20,1.0,15,19,female,72.0
2015000000253-2721502,home,40,20-21,1.0,16,20,female,72.0
2015000000253-2721502,home,41,21-22,1.0,17,21,female,72.0
2015000000253-2721502,home,42,22-23,1.0,18,22,female,72.0
2015000000253-2721502,home,43,23-24,1.0,19,23,female,72.0
2015000000253-2721502,home,68,24-25,2.0,20,0,female,72.0
2015000000253-2721502,home,69,25-26,2.0,21,1,female,72.0
2015000000253-2721502,home,70,26-27,2.0,22,2,female,72.0
2015000000253-2721502,home,71,27-28,2.0,23,3,female,72.0
2015000000253-2721502,home,48,04-05,2.0,0,4,female,72.0
2015000000253-2721502,home,49,05-06,2.0,1,5,female,72.0
2015000000253-2721502,home,50,06-07,2.0,2,6,female,72.0
2015000000253-2721502,home,51,07-08,2.0,3,7,female,72.0
2015000000253-2721502,retail,52,08-09,2.0,4,8,female,72.0
2015000000253-2721502,home,53,09-10,2.0,5,9,female,72.0
2015000000253-2721502,home,54,10-11,2.0,6,10,female,72.0
2015000000253-2721502,home,55,11-12,2.0,7,11,female,72.0
2015000000253-2721502,home,56,12-13,2.0,8,12,female,72.0
2015000000253-2721502,home,57,13-14,2.0,9,13,female,72.0
2015000000253-2721502,home,58,14-15,2.0,10,14,female,72.0
2015000000253-2721502,home,59,15-16,2.0,11,15,female,72.0
2015000000253-2721502,home,60,16-17,2.0,12,16,female,72.0
2015000000253-2721502,home,61,17-18,2.0,13,17,female,72.0
2015000000253-2721502,home,62,18-19,2.0,14,18,female,72.0
2015000000253-2721502,home,63,19-20,2.0,15,19,female,72.0
2015000000253-2721502,home,64,20-21,2.0,16,20,female,72.0
2015000000253-2721502,home,65,21-22,2.0,17,21,female,72.0
2015000000253-2721502,home,66,22-23,2.0,18,22,female,72.0
2015000000253-2721502,home,67,23-24,2.0,19,23,female,72.0
2015000000253-2721502,home,92,24-25,3.0,20,0,female,72.0
2015000000253-2721502,home,93,25-26,3.0,21,1,female,72.0
2015000000253-2721502,home,94,26-27,3.0,22,2,female,72.0
2015000000253-2721502,home,95,27-28,3.0,23,3,female,72.0
2015000000253-2721502,home,72,04-05,3.0,0,4,female,72.0
2015000000253-2721502,home,73,05-06,3.0,1,5,female,72.0
2015000000253-2721502,home,74,06-07,3.0,2,6,female,72.0
2015000000253-2721502,other,75,07-08,3.0,3,7,female,72.0
2015000000253-2721502,other,76,08-09,3.0,4,8,female,72.0
2015000000253-2721502,other,77,09-10,3.0,5,9,female,72.0
2015000000253-2721502,home,78,10-11,3.0,6,10,female,72.0
2015000000253-2721502,home,79,11-12,3.0,7,11,female,72.0
2015000000253-2721502,home,80,12-13,3.0,8,12,female,72.0
2015000000253-2721502,home,81,13-14,3.0,9,13,female,72.0
2015000000253-2721502,home,82,14-15,3.0,10,14,female,72.0
2015000000253-2721502,home,83,15-16,3.0,11,15,female,72.0
2015000000253-2721502,home,84,16-17,3.0,12,16,female,72.0
2015000000253-2721502,home,85,17-18,3.0,13,17,female,72.0
2015000000253-2721502,home,86,18-19,3.0,14,18,female,72.0
2015000000253-2721502,home,87,19-20,3.0,15,19,female,72.0
2015000000253-2721502,home,88,20-21,3.0,16,20,female,72.0
2015000000253-2721502,home,89,21-22,3.0,17,21,female,72.0
2015000000253-2721502,home,90,22-23,3.0,18,22,female,72.0
2015000000253-2721502,home,91,23-24,3.0,19,23,female,72.0
2015000000253-2721502,home,116,24-25,4.0,20,0,female,72.0
2015000000253-2721502,home,117,25-26,4.0,21,1,female,72.0
2015000000253-2721502,home,118,26-27,4.0,22,2,female,72.0
2015000000253-2721502,home,119,27-28,4.0,23,3,female,72.0
2015000000253-2721502,home,96,04-05,4.0,0,4,female,72.0
2015000000253-2721502,home,97,05-06,4.0,1,5,female,72.0
2015000000253-2721502,home,98,06-07,4.0,2,6,female,72.0
2015000000253-2721502,home,99,07-08,4.0,3,7,female,72.0
2015000000253-2721502,home,100,08-09,4.0,4,8,female,72.0
2015000000253-2721502,home,101,09-10,4.0,5,9,female,72.0
2015000000253-2721502,home,102,10-11,4.0,6,10,female,72.0
2015000000253-2721502,home,103,11-12,4.0,7,11,female,72.0
2015000000253-2721502,home,104,12-13,4.0,8,12,female,72.0
2015000000253-2721502,home,105,13-14,4.0,9,13,female,72.0
2015000000253-2721502,home,106,14-15,4.0,10,14,female,72.0
2015000000253-2721502,home,107,15-16,4.0,11,15,female,72.0
2015000000253-2721502,home,108,16-17,4.0,12,16,female,72.0
2015000000253-2721502,home,109,17-18,4.0,13,17,female,72.0
2015000000253-2721502,home,110,18-19,4.0,14,18,female,72.0
2015000000253-2721502,home,111,19-20,4.0,15,19,female,72.0
2015000000253-2721502,home,112,20-21,4.0,16,20,female,72.0
2015000000253-2721502,home,113,21-22,4.0,17,21,female,72.0
2015000000253-2721502,home,114,22-23,4.0,18,22,female,72.0
2015000000253-2721502,home,115,23-24,4.0,19,23,female,72.0
2015000000253-2721502,home,140,24-25,5.0,20,0,female,72.0
2015000000253-2721502,home,141,25-26,5.0,21,1,female,72.0
2015000000253-2721502,home,142,26-27,5.0,22,2,female,72.0
2015000000253-2721502,home,143,27-28,5.0,23,3,female,72.0
2015000000253-2721502,home,120,04-05,5.0,0,4,female,72.0
2015000000253-2721502,home,121,05-06,5.0,1,5,female,72.0
2015000000253-2721502,home,122,06-07,5.0,2,6,female,72.0
2015000000253-2721502,home,123,07-08,5.0,3,7,female,72.0
2015000000253-2721502,retail,124,08-09,5.0,4,8,female,72.0
2015000000253-2721502,home,125,09-10,5.0,5,9,female,72.0
2015000000253-2721502,home,126,10-11,5.0,6,10,female,72.0
2015000000253-2721502,home,127,11-12,5.0,7,11,female,72.0
2015000000253-2721502,home,128,12-13,5.0,8,12,female,72.0
2015000000253-2721502,home,129,13-14,5.0,9,13,female,72.0
2015000000253-2721502,home,130,14-15,5.0,10,14,female,72.0
2015000000253-2721502,home,131,15-16,5.0,11,15,female,72.0
2015000000253-2721502,home,132,16-17,5.0,12,16,female,72.0
2015000000253-2721502,home,133,17-18,5.0,13,17,female,72.0
2015000000253-2721502,home,134,18-19,5.0,14,18,female,72.0
2015000000253-2721502,home,135,19-20,5.0,15,19,female,72.0
2015000000253-2721502,home,136,20-21,5.0,16,20,female,72.0
2015000000253-2721502,home,137,21-22,5.0,17,21,female,72.0
2015000000253-2721502,home,138,22-23,5.0,18,22,female,72.0
2015000000253-2721502,home,139,23-24,5.0,19,23,female,72.0
2015000000253-2721502,home,164,24-25,6.0,20,0,female,72.0
2015000000253-2721502,home,165,25-26,6.0,21,1,female,72.0
2015000000253-2721502,home,166,26-27,6.0,22,2,female,72.0
2015000000253-2721502,home,167,27-28,6.0,23,3,female,72.0
2015000000253-2721502,home,144,04-05,6.0,0,4,female,72.0
2015000000253-2721502,home,145,05-06,6.0,1,5,female,72.0
2015000000253-2721502,home,146,06-07,6.0,2,6,female,72.0
2015000000253-2721502,home,147,07-08,6.0,3,7,female,72.0
2015000000253-2721502,home,148,08-09,6.0,4,8,female,72.0
2015000000253-2721502,home,149,09-10,6.0,5,9,female,72.0
2015000000253-2721502,home,150,10-11,6.0,6,10,female,72.0
2015000000253-2721502,home,151,11-12,6.0,7,11,female,72.0
2015000000253-2721502,religious_community,152,12-13,6.0,8,12,female,72.0
2015000000253-2721502,home,153,13-14,6.0,9,13,female,72.0
2015000000253-2721502,home,154,14-15,6.0,10,14,female,72.0
2015000000253-2721502,home,155,15-16,6.0,11,15,female,72.0
2015000000253-2721502,home,156,16-17,6.0,12,16,female,72.0
2015000000253-2721502,home,157,17-18,6.0,13,17,female,72.0
2015000000253-2721502,home,158,18-19,6.0,14,18,female,72.0
2015000000253-2721502,home,159,19-20,6.0,15,19,female,72.0
2015000000253-2721502,home,160,20-21,6.0,16,20,female,72.0
2015000000253-2721502,home,161,21-22,6.0,17,21,female,72.0
2015000000253-2721502,home,162,22-23,6.0,18,22,female,72.0
2015000000253-2721502,home,163,23-24,6.0,19,23,female,72.0
